TREATMENT,YEAR,TO_STREET,PROJECT_ID,COMMENTS,Shape__Length,OBJECTID,the_geom,CREATED_BY,MODIFIED_DATE,PW_CURRENT_YR_SERVICE_PLAN_ID,FROM_STREET,FULL_STREET_NAME,CREATED_DATE,MODIFIED_BY,PROJECT_DESCRIPTION
SLCT6,2022,Cat Creek Run,97051,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1030.459582,199,"MULTILINESTRING ((-97.780837473616 30.360637072127, -97.780320663738 30.360811058098, -97.779898641385 30.36105843789, -97.779646188641 30.361350064428, -97.779488087171 30.361542411936, -97.779446530423 30.361598227603, -97.779416950431 30.361640488814, -97.779374777064 30.361727896971, -97.77934067418 30.361800301164, -97.779165120409 30.362215306565, -97.779135138267 30.362275361256, -97.779109335239 30.362321622007, -97.779085750564 30.36236001456, -97.779052172077 30.362400325838, -97.778989883606 30.362465224025, -97.778935586937 30.362521311818, -97.778881491244 30.36257287757, -97.778848428832 30.362603951074, -97.77880396367 30.36263722463, -97.778759204453 30.362666256798))",BSHARMA,,204,Ladera Norte,CAT CREEK TRL,8/22/2021 19:00,,SLCT6 on CAT CREEK TRL from Ladera Norte to Cat Creek Run
Overlay,2022,Aberdeen Dr,96851,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",318.5909487,113,"MULTILINESTRING ((-97.77927889321 30.216007747137, -97.779766274708 30.215659926021, -97.780142269839 30.215692175532))",BSHARMA,,30,4901,ABERDEEN CIR,8/22/2021 19:00,,Overlay on ABERDEEN CIR from 4901 to Aberdeen Dr
CRCKSL,2022,4Th St E,115874,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",347.0403435,663,"MULTILINESTRING ((-97.710955266788 30.254482265862, -97.710554130005 30.255370671109))",BSHARMA,,600,3Rd St E,BROADWAY,8/22/2021 19:00,,CRCKSL on BROADWAY from 3Rd St E to 4Th St E
SLCT6,2022,North Rim Dr,97316,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",350.453175,443,"MULTILINESTRING ((-97.771173292735 30.372892414793, -97.771607826881 30.373132122323, -97.77182869255 30.373265799087, -97.772047514617 30.373476444192))",BSHARMA,,427,4901,RAFFEE CV,8/22/2021 19:00,,SLCT6 on RAFFEE CV from 4901 to North Rim Dr
Overlay,2022,Gunter St,96836,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1400.313304,17,"MULTILINESTRING ((-97.699152836222 30.273369030778, -97.697914161235 30.27356074556, -97.696431046893 30.273885031565, -97.694784106911 30.273826376123))",BSHARMA,,17,Tillery St,OAK SPRINGS DR,8/22/2021 19:00,,Overlay on OAK SPRINGS DR from Tillery St to Gunter St
SLCT6,2022,10214,97102,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3184.750841,182,"MULTILINESTRING ((-97.675094250484 30.352274148813, -97.675106223087 30.352388620872, -97.674484999428 30.353354635629, -97.674345396753 30.353424764188), (-97.673463267668 30.354830488601, -97.673508239502 30.354897155791, -97.67314438357 30.355437542774, -97.672696277785 30.35611746885, -97.672280233316 30.356677701401, -97.672157123718 30.356738351024, -97.672153347574 30.356875214928, -97.671509800894 30.357902642562, -97.671387629376 30.357940216218), (-97.670848322328 30.358837106325, -97.670854625214 30.358976434809, -97.669770571635 30.360692699851, -97.669345810796 30.361328323697, -97.669245920138 30.361347261859, -97.669290083504 30.3614156465, -97.668915516374 30.361988392378, -97.66889152803 30.362028957495))",BSHARMA,,245,Dungan Ln,DESSAU RD,8/22/2021 19:00,,SLCT6 on DESSAU RD from Dungan Ln to 10214
SLCT6,2022,42Nd St E,97298,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",335.0059701,428,"MULTILINESTRING ((-97.72580555779 30.301384621491, -97.725323779632 30.302205427751))",BSHARMA,,412,41St St E,PECK AVE,8/22/2021 19:00,,SLCT6 on PECK AVE from 41St St E to 42Nd St E
SLCT6,2022,Gato Path,97230,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",620.2895921,290,"MULTILINESTRING ((-97.783031207982 30.359294544609, -97.783187551804 30.358929108796, -97.783403227889 30.358688617455, -97.783694985082 30.358419384625, -97.784072225519 30.358275615296, -97.784388934864 30.3582021505))",BSHARMA,,356,Cedro Trl,LODGE VIEW LN,8/22/2021 19:00,,SLCT6 on LODGE VIEW LN from Cedro Trl to Gato Path
CRCKSL,2022,Pino Ln,115923,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1329.255849,628,"MULTILINESTRING ((-97.752642146563 30.191499181138, -97.753055377109 30.190844682876, -97.751147695766 30.189103773861, -97.750688189817 30.18879472043))",BSHARMA,,649,Dove Dr,DOVEMEADOW DR,8/22/2021 19:00,,CRCKSL on DOVEMEADOW DR from Dove Dr to Pino Ln
CRCKSL,2022,2006,115904,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",877.4787949,582,"MULTILINESTRING ((-97.684350343704 30.325266023276, -97.683886742927 30.325061166189, -97.682506581284 30.324752097571, -97.681784221452 30.324387860618))",BSHARMA,,630,Creekside Dr,CORONADO HILLS DR,8/22/2021 19:00,,CRCKSL on CORONADO HILLS DR from Creekside Dr to 2006
SLCT6,2022,Mesa Dr,97133,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1736.576768,348,"MULTILINESTRING ((-97.769029646101 30.345940243374, -97.76888227042 30.346503866162, -97.768890040356 30.346718548023, -97.76897953456 30.347020124677, -97.769657328965 30.348274079715, -97.769816796964 30.348508296106, -97.769945689034 30.348640138556, -97.770233325388 30.348824659872, -97.770762760429 30.349069019315, -97.770928928664 30.349110844436, -97.771643595467 30.349200345943, -97.771894692706 30.349286642648))",BSHARMA,,270,Dry Creek Dr,FIRSTVIEW DR,8/22/2021 19:00,,SLCT6 on FIRSTVIEW DR from Dry Creek Dr to Mesa Dr
SLCT6,2022,Bridgeway Dr,97203,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1542.637544,322,"MULTILINESTRING ((-97.774670915828 30.242971558413, -97.775167367808 30.242235774555, -97.775727926253 30.242494886683, -97.774967796646 30.243652883771, -97.774733360458 30.243662228128, -97.774023717808 30.243320874195, -97.773998014883 30.243275943015, -97.774012862358 30.243222498414, -97.774261440092 30.242781087729))",BSHARMA,,331,Bridgeway Dr,KINNEY OAKS CT,8/22/2021 19:00,,SLCT6 on KINNEY OAKS CT from Bridgeway Dr to Bridgeway Dr
CRCKSL,2022,12110,116041,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",226.1115919,742,"MULTILINESTRING ((-97.73233218644 30.420344430912, -97.732396657371 30.420963635066))",BSHARMA,,767,Sage Hen Dr,SAGE HEN CIR,8/22/2021 19:00,,CRCKSL on SAGE HEN CIR from Sage Hen Dr to 12110
CRCKSL,2022,Goodnight Ln,115950,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",659.6136638,599,"MULTILINESTRING ((-97.734098631571 30.335759235206, -97.734231946992 30.336930839812), (-97.734135677882 30.337767747646, -97.734032123753 30.338227708692, -97.733851365553 30.338287302574))",BSHARMA,,676,Alegria Rd,HALL ST,8/22/2021 19:00,,CRCKSL on HALL ST from Alegria Rd to Goodnight Ln
CRCKSL,2022,Nuckols Crossing Rd,116018,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",5324.735524,692,"MULTILINESTRING ((-97.747248116912 30.198682467149, -97.74733944303 30.198628810114, -97.747410624272 30.198587260146, -97.747457185338 30.198541665001, -97.747529547321 30.19845717875, -97.747763884786 30.198103296263, -97.748210439784 30.197388977821, -97.748682687583 30.196684500248, -97.749036316597 30.196163768829, -97.749638339096 30.195234098167, -97.749737899832 30.195057033723, -97.749764326687 30.194993484472, -97.74977909294 30.194904231942, -97.749782633731 30.194771820373, -97.749787362368 30.19459498757, -97.749730740765 30.19369558987, -97.749535866797 30.192817192526, -97.749199334105 30.192496863924, -97.749010794531 30.192325288779, -97.748554758574 30.192093306833, -97.747754769347 30.191700359556, -97.747017925435 30.191314183403, -97.746183141766 30.1909205232, -97.745293939974 30.190963058882, -97.744780826219 30.190906342699, -97.74422305344 30.190814892346, -97.743336695039 30.190574188482, -97.741700415611 30.189875497955, -97.741217573152 30.189552185959))",BSHARMA,,744,Teri Rd,PALO BLANCO LN,8/22/2021 19:00,,CRCKSL on PALO BLANCO LN from Teri Rd to Nuckols Crossing Rd
Overlay,2022,Jorwoods Dr,116630,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2104.115387,846,"MULTILINESTRING ((-97.819319249373 30.200797077023, -97.819599226739 30.200947376207, -97.821693599106 30.201926321535, -97.822433767321 30.202290123763, -97.824400893979 30.203294031392, -97.824836139433 30.202689245893))",BSHARMA,,850,West Gate Blvd,INRIDGE DR,8/22/2021 19:00,,Overlay on INRIDGE DR from West Gate Blvd to Jorwoods Dr
CRCKSL,2022,Avenue F,115835,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",324.4827615,489,"MULTILINESTRING ((-97.720681420693 30.32027977914, -97.719779191855 30.319851584808))",BSHARMA,,561,Link Ave,E 55TH ST,8/22/2021 19:00,,CRCKSL on E 55TH ST from Link Ave to Avenue F
CRCKSL,2022,Elkhorn Mountain Trl,115960,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1505.348487,609,"MULTILINESTRING ((-97.773419800134 30.441453803993, -97.770908452986 30.442567142165, -97.770665713602 30.442742787796, -97.770543467893 30.44286353867, -97.770404620506 30.4429868252, -97.770291298422 30.443144998866, -97.770070273884 30.44349870299, -97.769904691355 30.443977231425))",BSHARMA,,686,Pond Springs Rd,HUNTERS CHASE DR,8/22/2021 19:00,,CRCKSL on HUNTERS CHASE DR from Pond Springs Rd to Elkhorn Mountain Trl
SLCT6,2022,Arterial 8,96989,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",375.5671352,237,"MULTILINESTRING ((-97.799034428283 30.394652159868, -97.798894559246 30.394958301722, -97.798491659056 30.395568846252))",BSHARMA,,154,Gutherie Dr,ARALIA DR,8/22/2021 19:00,,SLCT6 on ARALIA DR from Gutherie Dr to Arterial 8
SLCT6,2022,Guadalupe St,96937,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1656.241538,102,"MULTILINESTRING ((-97.728397475552 30.308637758016, -97.729352137269 30.309146718287, -97.730203863942 30.309535315632, -97.731148465699 30.309947795426, -97.732044441161 30.310400536685, -97.732983343992 30.310848641619))",BSHARMA,,106,Speedway,W 45TH ST,8/22/2021 19:00,,SLCT6 on W 45TH ST from Speedway to Guadalupe St
CRCKSL,2022,6209,115850,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",262.9327164,504,"MULTILINESTRING ((-97.745718391136 30.184808164964, -97.745525679546 30.184556740719, -97.745521913962 30.184135865352))",BSHARMA,,576,Nesting Way,AVIARY CV,8/22/2021 19:00,,CRCKSL on AVIARY CV from Nesting Way to 6209
Overlay,2022,28Th St W,96905,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",481.7572003,48,"MULTILINESTRING ((-97.742756977581 30.292047126374, -97.742635962512 30.293367596985))",BSHARMA,,78,27Th St W,NUECES ST,8/22/2021 19:00,,Overlay on NUECES ST from 27Th St W to 28Th St W
CRCKSL,2022,2417,115975,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",376.8925995,763,"MULTILINESTRING ((-97.789376224854 30.249855998914, -97.789935274554 30.249919355099, -97.7905233044 30.250115299003))",BSHARMA,,701,2401,KATHY CV,8/22/2021 19:00,,CRCKSL on KATHY CV from 2401 to 2417
Overlay,2022,1961,96846,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",4377.678441,108,"MULTILINESTRING ((-97.797989696208 30.200005612718, -97.798727274058 30.200288121407, -97.798775363772 30.200396967423), (-97.798775363772 30.200396967423, -97.798919714044 30.200358350217, -97.799884171958 30.200677878628, -97.799900625629 30.20074470631), (-97.798775363772 30.200396967423, -97.798854192004 30.200468632793, -97.799823108335 30.200781181641, -97.799900625629 30.20074470631), (-97.799900625629 30.20074470631, -97.801990200294 30.201448550994, -97.804271736831 30.202256813358, -97.804361462658 30.202295824479), (-97.804361462658 30.202295824479, -97.804452289398 30.2022383495, -97.805101501755 30.202465059859, -97.805553601775 30.202624399078, -97.805571032847 30.202693968043), (-97.804361462658 30.202295824479, -97.804395077403 30.202362797942, -97.805503830924 30.202740413979, -97.805571032847 30.202693968043), (-97.805571032847 30.202693968043, -97.805627282655 30.202644968125, -97.80589921837 30.202714775315, -97.806186276695 30.202772971616, -97.806438831126 30.202806613837, -97.806806451787 30.202832954986, -97.806913854749 30.202917692892, -97.806804082821 30.202964702223, -97.806373152881 30.202934031384, -97.80615700679 30.202904187936, -97.805848140308 30.202838410353, -97.805599320348 30.202768536827, -97.805571032847 30.202693968043))",BSHARMA,,25,Windrift Way,W WILLIAM CANNON DR,8/22/2021 19:00,,Overlay on W WILLIAM CANNON DR from Windrift Way to 1961
CRCKSL,2022,6Th St S,115943,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",335.9434476,593,"MULTILINESTRING ((-97.758781449401 30.253505059007, -97.759710350771 30.253955524529))",BSHARMA,,669,5Th St S,W GIBSON ST,8/22/2021 19:00,,CRCKSL on W GIBSON ST from 5Th St S to 6Th St S
SLCT6,2022,Belmont Pkwy,97018,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",211.6079339,145,"MULTILINESTRING ((-97.749510927449 30.300164522243, -97.749178506155 30.300669824726))",BSHARMA,,177,3000,BELMONT CIR,8/22/2021 19:00,,SLCT6 on BELMONT CIR from 3000 to Belmont Pkwy
Overlay,2022,Convict Hill Rd,96858,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1863.143267,119,"MULTILINESTRING ((-97.854981515455 30.224977735028, -97.855480518996 30.224192424533, -97.855765800416 30.223761668232, -97.856387337239 30.222742339235, -97.857833745058 30.220493797826))",BSHARMA,,36,William Cannon Dr W,BECKETT RD,8/22/2021 19:00,,Overlay on BECKETT RD from William Cannon Dr W to Convict Hill Rd
SLCT6,2022,Barton Springs Rd,96945,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1466.862594,55,"MULTILINESTRING ((-97.75711313937 30.264530607743, -97.75722644744 30.264441327348, -97.757551225612 30.263678258696, -97.757802970616 30.263050495341, -97.757749948639 30.26293586827, -97.757860407292 30.2628986764, -97.758107260904 30.262254587278, -97.758048789151 30.262143536243, -97.758167537096 30.262097242125, -97.758547944019 30.26107722582, -97.758533316188 30.260867769123))",BSHARMA,,114,Riverside Dr W,S LAMAR BLVD SB,8/22/2021 19:00,,SLCT6 on S LAMAR BLVD SB from Riverside Dr W to Barton Springs Rd
CRCKSL,2022,Gibson St W,115827,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",973.7640504,481,"MULTILINESTRING ((-97.754839545422 30.254842203372, -97.754813130314 30.25478738016, -97.754807000876 30.254708459763, -97.75481103 30.254660795081, -97.754832352327 30.254582454699, -97.755051996164 30.254091237765, -97.755113172375 30.253963065778, -97.755240753384 30.253717333218, -97.755463476873 30.25330640485, -97.755526826884 30.253198821415, -97.756044746992 30.252418658826))",BSHARMA,,553,Christopher St,S 3RD ST,8/22/2021 19:00,,CRCKSL on S 3RD ST from Christopher St to Gibson St W
CRCKSL,2022,41St St W,116040,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",448.7694285,741,"MULTILINESTRING ((-97.746161587362 30.310108662227, -97.745457644106 30.311180840246))",BSHARMA,,766,40Th St W,ROSEDALE AVE,8/22/2021 19:00,,CRCKSL on ROSEDALE AVE from 40Th St W to 41St St W
SLCT6,2022,4925,97217,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1019.929623,278,"MULTILINESTRING ((-97.709053160084 30.30350356171, -97.708188258883 30.304868543836, -97.707496021274 30.305961030856))",BSHARMA,,344,4800,LANCASTER DR,8/22/2021 19:00,,SLCT6 on LANCASTER DR from 4800 to 4925
CRCKSL,2022,Breckenridge Dr,115849,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2105.693801,503,"MULTILINESTRING ((-97.693293955249 30.200987646405, -97.694031922803 30.200955801396, -97.69431642986 30.200858087122, -97.694537221415 30.20071197306, -97.695014312267 30.200282380147, -97.695672732188 30.199678903169, -97.696213887937 30.199212588369, -97.6966726923 30.198792349264, -97.69679089233 30.19869015978, -97.696974582713 30.198580572541, -97.697182978494 30.198484585382, -97.697309132935 30.198445927355, -97.697462672475 30.198409703208, -97.697537336531 30.198393335449, -97.697724111522 30.198347041285, -97.698006541743 30.198270481543, -97.698193567497 30.198232243524, -97.698309367457 30.198222463281, -97.69845274487 30.198228454738, -97.69862020102 30.198250147526, -97.698780576879 30.198274735267))",BSHARMA,,575,Hovenweep Av,AUTUMN BAY DR,8/22/2021 19:00,,CRCKSL on AUTUMN BAY DR from Hovenweep Av to Breckenridge Dr
SLCT6,2022,Southwest Pkwy,97027,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1732.80148,153,"MULTILINESTRING ((-97.831172350593 30.236996473566, -97.831057831171 30.237123004882, -97.831001595428 30.237233540423, -97.830457018924 30.238124307192, -97.830426287951 30.238186880808, -97.83041512771 30.238243511164, -97.830418498191 30.238300452949, -97.830443713347 30.238357821568, -97.830490764757 30.238413499121, -97.830576630132 30.238469935024, -97.831143736968 30.23876954663, -97.831588001636 30.238988813467, -97.833211678138 30.239747111998, -97.833296833546 30.239784582706, -97.833351605192 30.239823550595, -97.833352952768 30.239865711265, -97.833339192597 30.239928616769, -97.833297076348 30.240121469897))",BSHARMA,,185,Us Hwy 290 Svc Rd Wb  W,BOSTON LN,8/22/2021 19:00,,SLCT6 on BOSTON LN from Us Hwy 290 Svc Rd Wb  W to Southwest Pkwy
SLCT6,2022,Downridge Dr,97084,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1126.908516,173,"MULTILINESTRING ((-97.769942782681 30.367633930019, -97.769990594021 30.368102443547, -97.770088997716 30.368338189092, -97.770965898678 30.368550984247, -97.771529325112 30.368743761098, -97.772151599479 30.368989966968, -97.772592375452 30.369262800145))",BSHARMA,,235,Greystone Dr,CROSSDRAW DR,8/22/2021 19:00,,SLCT6 on CROSSDRAW DR from Greystone Dr to Downridge Dr
Overlay,2022,4819,96918,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1210.238657,86,"MULTILINESTRING ((-97.73651941246 30.314951461339, -97.736558715934 30.315107157423, -97.736564812494 30.315169218884, -97.73656159336 30.315231119146, -97.736518905198 30.315369642353, -97.734885614696 30.317900619993))",BSHARMA,,90,4601,SUNSHINE DR,8/22/2021 19:00,,Overlay on SUNSHINE DR from 4601 to 4819
Overlay,2022,Chicon St,96849,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1366.777305,111,"MULTILINESTRING ((-97.726972774052 30.262155312138, -97.725795715346 30.261716059445, -97.725299354503 30.261529934192, -97.722964348608 30.260737036767))",BSHARMA,,28,Comal St,E 5TH ST,8/22/2021 19:00,,Overlay on E 5TH ST from Comal St to Chicon St
SLCT6,2022,Lakeshore Dr,97192,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",162.5251353,312,"MULTILINESTRING ((-97.786859245609 30.301361424721, -97.78717172193 30.301329512802, -97.787230613783 30.301330682644, -97.787282182943 30.301337895229, -97.787362997488 30.301370716632))",BSHARMA,,320,3803,ISLAND WAY,8/22/2021 19:00,,SLCT6 on ISLAND WAY from 3803 to Lakeshore Dr
Overlay,2022,5414,96901,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",335.2970275,44,"MULTILINESTRING ((-97.779634212532 30.336596051531, -97.780005395058 30.336584818578, -97.780061661589 30.336597791221, -97.780104224591 30.336612184143, -97.780136721192 30.336638230538, -97.780159371457 30.336667465492, -97.780169778487 30.336716774733, -97.780195037425 30.33694247485, -97.780281111928 30.337083030607))",BSHARMA,,74,Tortuga Trl,MOUNTAIN CEDAR CV,8/22/2021 19:00,,Overlay on MOUNTAIN CEDAR CV from Tortuga Trl to 5414
CRCKSL,2022,Alum Rock Dr,116065,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3417.371044,709,"MULTILINESTRING ((-97.745921451582 30.158429211786, -97.74547114362 30.15821124519, -97.745055024767 30.158048379927, -97.744722311414 30.157930393935, -97.744355026868 30.157825081156, -97.743979115073 30.157740577676, -97.743670111029 30.157691475804, -97.742012751199 30.157624945476, -97.74169420193 30.157600199001, -97.741481140093 30.157562511099, -97.741346891267 30.157522140523, -97.741174805356 30.157452590987, -97.740596605518 30.15721232953, -97.739886845674 30.156859660211, -97.739176427001 30.156531726373, -97.738289604481 30.156084698458, -97.737430772678 30.155715240919, -97.736527537732 30.155320123689, -97.736025958656 30.155023912378))",BSHARMA,,791,Salt Springs Dr,THAXTON RD,8/22/2021 19:00,,CRCKSL on THAXTON RD from Salt Springs Dr to Alum Rock Dr
SLCT6,2022,Walling Dr,97396,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",601.5422363,451,"MULTILINESTRING ((-97.734502627799 30.293395458483, -97.734210537476 30.293708576176, -97.734043906609 30.294247016208, -97.734060896201 30.294734173055, -97.734059303559 30.294940417154))",BSHARMA,,493,31St St E,TOM GREEN ST,8/22/2021 19:00,,SLCT6 on TOM GREEN ST from 31St St E to Walling Dr
Overlay,2022,709,96839,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2937.926052,19,"MULTILINESTRING ((-97.694359151779 30.361537011102, -97.694460698334 30.361583711721, -97.694824484939 30.361875860955, -97.695255787113 30.362159138923, -97.695602461554 30.362351177467, -97.695609710482 30.362418958484), (-97.694359151779 30.361537011102, -97.69439445891 30.361692089146, -97.694853015212 30.362043341192, -97.695228819979 30.3622765482, -97.695532138143 30.36245119282, -97.695609710482 30.362418958484), (-97.694359151779 30.361537011102, -97.694277502534 30.361390220779, -97.693566661899 30.360862370249, -97.693416094026 30.360836140381, -97.693466170087 30.360956785348, -97.694173991232 30.361509217744, -97.694359151779 30.361537011102), (-97.695609710482 30.362418958484, -97.69566871832 30.362390577904, -97.696160239411 30.362640793881, -97.696905904354 30.362999096655, -97.697028479249 30.363145681288, -97.696835328614 30.363121138088, -97.69633715968 30.362866827545, -97.695828133822 30.362608331199, -97.695602847449 30.362479710833, -97.695609710482 30.362418958484))",BSHARMA,,19,Georgian Dr,W RUNDBERG LN,8/22/2021 19:00,,Overlay on W RUNDBERG LN from Georgian Dr to 709
SLCT6,2022,Parmer Ln W,96939,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2875.428344,104,"MULTILINESTRING ((-97.74529992973 30.461629275926, -97.745846835513 30.461605672146, -97.746379484476 30.461616405821, -97.748503304263 30.461913122697, -97.749141860501 30.461949052556, -97.749661493936 30.461947959089, -97.750409698638 30.461870684075, -97.751012355573 30.461755850352, -97.751616525406 30.461583314239, -97.75218135996 30.461386936529, -97.75325595583 30.460923565537, -97.753646140097 30.460833685905, -97.754147204584 30.46072664262))",BSHARMA,,108,7601,ANDERSON MILL RD,8/22/2021 19:00,,SLCT6 on ANDERSON MILL RD from 7601 to Parmer Ln W
Overlay,2022,Atascosa Dr,96852,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",116.3703678,114,"MULTILINESTRING ((-97.740274151895 30.192264155943, -97.740426813214 30.191972962758))",BSHARMA,,31,5401,AGUA CALIENTE CV,8/22/2021 19:00,,Overlay on AGUA CALIENTE CV from 5401 to Atascosa Dr
