Treatment,Segment ID,Council District,Street Name,From Limit Street,To Limit Street,Segment Length,Segment Width,Lane Miles,Completion Date,PROJECT_ID,Resurfacing Description,Treatment Category,Most Recent Inspection Grade,Second Most Recent Inspection Grade,Third Most Recent Inspection Grade,Most Recent Inspection Year,Second Most Recent Inspection Year,Third Most Recent Inspection Year,Functional Class,Days Since Last Maintenance,Number of Maintenance Events,Average Time Between Maintenances,Street Combination,Maintenance Dates
LUSLCT6,2036631,2.0,VIZQUEL LOOP,TABITHA CV,LOFTON CLIFF DR,215,27.0,0.11,9/16/2019 0:00,62570,,PM Thin Surface Treatment,D,B,B,2022.0,2019.0,2017.0,Residential,1785,1,,VIZQUEL LOOP|LOFTON CLIFF DR|TABITHA CV,"['2019-09-16', '2018-06-30', '2017-03-31', '2016-08-25', '2016-01-02', '2015-01-03', '2014-02-13', '2012-12-21', '2011-11-26', '2010-12-23']"
LUSLCT6,2036644,2.0,AFFIRMED DR,MANOWAR STRETCH DR,THUNDER GULCH DR,283,33.0,0.18,9/17/2019 0:00,62527,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Residential,1784,1,,AFFIRMED DR|MANOWAR STRETCH DR|THUNDER GULCH DR,"['2019-09-17', '2018-06-18', '2017-06-14', '2016-03-29', '2015-03-12', '2014-04-25', '2012-12-06', '2011-09-01', '2010-11-03', '2009-08-11']"
LUSLCT6,2036597,2.0,ALOMAR CV,QUIRIN DR,THOME VALLEY DR,172,27.0,0.09,9/17/2019 0:00,62528,,PM Thin Surface Treatment,F,D,D,2022.0,2019.0,2017.0,Residential,1784,1,,ALOMAR CV|QUIRIN DR|THOME VALLEY DR,"['2019-09-17', '2018-07-27', '2018-02-05', '2017-05-13', '2016-03-05', '2014-11-02', '2013-10-23', '2012-11-13', '2012-03-08', '2011-07-24']"
LUSLCT6,2038239,2.0,ALOMAR CV,LIPTON LOOP,SPIERS WAY,523,27.0,0.27,9/17/2019 0:00,62528,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Residential,1784,1,,ALOMAR CV|LIPTON LOOP|SPIERS WAY,"['2019-09-17', '2018-12-17', '2018-04-23', '2017-05-18', '2016-01-05', '2015-06-12', '2014-09-18', '2014-01-02', '2012-10-18', '2011-11-12']"
LUSLCT6,2038248,2.0,ALOMAR CV,SPIERS WAY,PERCONTE DR,672,27.0,0.34,9/17/2019 0:00,62528,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Residential,1784,1,,ALOMAR CV|PERCONTE DR|SPIERS WAY,"['2019-09-17', '2019-01-15', '2017-10-13', '2017-04-22', '2015-12-05', '2014-12-25', '2013-10-24', '2013-01-14', '2012-03-21', '2011-05-11']"
LUSLCT6,2038256,2.0,ALOMAR CV,PERCONTE DR,PEARCE LN,229,27.0,0.12,9/17/2019 0:00,62528,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Residential,1784,1,,ALOMAR CV|PEARCE LN|PERCONTE DR,"['2019-09-17', '2018-07-03', '2017-06-04', '2016-05-10', '2015-08-14', '2014-05-28', '2013-07-12', '2012-04-18', '2011-05-07', '2010-09-14']"
LUSLCT6,3282735,2.0,ALOMAR CV,THOME VALLEY DR,LIPTON LOOP,571,27.0,0.29,9/17/2019 0:00,62528,,PM Thin Surface Treatment,F,C,D,2022.0,2019.0,2017.0,Residential,1784,1,,ALOMAR CV|LIPTON LOOP|THOME VALLEY DR,"['2019-09-17', '2019-01-15', '2017-12-07', '2016-10-04', '2015-07-17', '2014-06-28', '2013-07-21', '2012-04-17', '2011-08-25', '2010-07-16']"
LUSLCT6,2036613,2.0,ALYSHEBA DR,SEATTLE SLEW DR,WAR ADMIRAL DR,1101,32.0,0.68,9/17/2019 0:00,62529,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Collector,1784,1,,ALYSHEBA DR|SEATTLE SLEW DR|WAR ADMIRAL DR,"['2019-09-17', '2018-12-19', '2017-12-15', '2016-08-28', '2015-08-30', '2014-11-18', '2013-12-14', '2012-10-30', '2011-08-11', '2010-06-22']"
LUSLCT6,2046332,2.0,GUARNERE DR,TOYE DR,PASQUARELLA DR,231,27.1,0.12,9/17/2019 0:00,62540,,PM Thin Surface Treatment,D,F,F,2022.0,2019.0,2017.0,Residential,1784,1,,GUARNERE DR|PASQUARELLA DR|TOYE DR,"['2019-09-17', '2018-05-20', '2017-06-21', '2016-03-06', '2015-03-01', '2014-08-11', '2013-10-08', '2012-09-28', '2011-11-19', '2011-03-04']"
LUSLCT6,2046333,2.0,GUARNERE DR,PASQUARELLA DR,RANDLEMAN DR,209,27.1,0.11,9/17/2019 0:00,62540,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Residential,1784,1,,GUARNERE DR|PASQUARELLA DR|RANDLEMAN DR,"['2019-09-17', '2018-09-20', '2017-11-05', '2016-12-03', '2015-12-03', '2014-09-23', '2013-10-20', '2013-01-31', '2012-01-13', '2010-12-22']"
LUSLCT6,2036632,2.0,MANOWAR STRETCH DR,AFFIRMED DR,SEA BISCUIT DR,481,33.0,0.3,9/17/2019 0:00,62547,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Collector,1784,1,,MANOWAR STRETCH DR|AFFIRMED DR|SEA BISCUIT DR,"['2019-09-17', '2018-07-06', '2017-03-20', '2016-04-03', '2015-08-04', '2014-10-23', '2013-09-06', '2012-08-25', '2011-12-25', '2010-12-04']"
LUSLCT6,2036633,2.0,MANOWAR STRETCH DR,GILWELL DR,AFFIRMED DR,146,33.0,0.09,9/17/2019 0:00,62547,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Collector,1784,1,,MANOWAR STRETCH DR|AFFIRMED DR|GILWELL DR,"['2019-09-17', '2018-07-01', '2017-10-26', '2016-08-01', '2015-07-10', '2014-07-15', '2013-10-19', '2012-09-30', '2011-08-22', '2010-04-29']"
LUSLCT6,2036634,2.0,MANOWAR STRETCH DR,DEARBONNE DR,GILWELL DR,195,33.0,0.12,9/17/2019 0:00,62547,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Collector,1784,1,,MANOWAR STRETCH DR|DEARBONNE DR|GILWELL DR,"['2019-09-17', '2019-01-31', '2018-05-02', '2017-04-23', '2016-04-19', '2014-12-16', '2013-09-28', '2013-01-06', '2011-12-25', '2011-04-17']"
LUSLCT6,2046337,2.0,MUCK DR,RANDLEMAN DR,13504,138,27.1,0.07,9/17/2019 0:00,62549,,PM Thin Surface Treatment,F,D,D,2022.0,2019.0,2017.0,Residential,1784,1,,MUCK DR|13504|RANDLEMAN DR,"['2019-09-17', '2019-01-18', '2018-04-15', '2017-05-25', '2016-02-10', '2014-12-17', '2014-02-17', '2012-10-14', '2011-06-29', '2010-04-30']"
LUSLCT6,3283948,2.0,PASQUARELLA DR,COOMES DR,GUARNERE DR,552,33.0,0.35,9/17/2019 0:00,62551,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,1784,1,,PASQUARELLA DR|COOMES DR|GUARNERE DR,"['2019-09-17', '2018-07-30', '2017-09-16', '2016-11-16', '2016-03-22', '2015-08-17', '2014-04-07', '2013-08-07', '2012-11-22', '2011-09-28']"
LUSLCT6,2046335,2.0,RANDLEMAN DR,GUARNERE DR,MUCK DR,325,27.1,0.17,9/17/2019 0:00,62554,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Residential,1784,1,,RANDLEMAN DR|GUARNERE DR|MUCK DR,"['2019-09-17', '2018-04-09', '2017-04-29', '2016-08-13', '2016-02-25', '2015-09-12', '2014-06-07', '2013-02-06', '2011-12-21', '2011-02-17']"
LUSLCT6,2046336,2.0,RANDLEMAN DR,MUCK DR,TOYE DR,230,27.1,0.12,9/17/2019 0:00,62554,,PM Thin Surface Treatment,C,F,D,2022.0,2019.0,2017.0,Residential,1784,1,,RANDLEMAN DR|MUCK DR|TOYE DR,"['2019-09-17', '2018-09-30', '2017-11-26', '2016-11-21', '2016-04-07', '2015-04-28', '2014-08-05', '2013-08-30', '2012-06-21', '2011-01-28']"
LUSLCT6,2036612,2.0,SEATTLE SLEW DR,ALYSHEBA DR,COOMES DR,279,32.0,0.17,9/17/2019 0:00,62559,,PM Thin Surface Treatment,D,B,C,2022.0,2019.0,2017.0,Collector,1784,1,,SEATTLE SLEW DR|ALYSHEBA DR|COOMES DR,"['2019-09-17', '2018-06-18', '2017-07-19', '2016-08-07', '2015-07-05', '2014-03-19', '2013-07-07', '2011-10-29', '2010-09-16', '2009-10-15']"
LUSLCT6,2036621,2.0,SUNDAY SILENCE DR,GILWELL DR,SEA BISCUIT DR,694,33.0,0.43,9/17/2019 0:00,62562,,PM Thin Surface Treatment,D,C,D,2022.0,2019.0,2017.0,Residential,1784,1,,SUNDAY SILENCE DR|GILWELL DR|SEA BISCUIT DR,"['2019-09-17', '2018-09-20', '2017-10-21', '2016-12-17', '2015-10-03', '2014-09-23', '2013-08-26', '2012-08-24', '2011-08-31', '2010-11-08']"
LUSLCT6,2036645,2.0,THUNDER GULCH DR,AFFIRMED DR,SEA BISCUIT DR,537,33.0,0.34,9/17/2019 0:00,62567,,PM Thin Surface Treatment,F,F,F,2022.0,2019.0,2017.0,Collector,1784,1,,THUNDER GULCH DR|AFFIRMED DR|SEA BISCUIT DR,"['2019-09-17', '2018-11-23', '2017-11-26', '2017-02-10', '2016-01-08', '2014-11-05', '2013-07-10', '2012-03-23', '2010-10-09', '2009-09-06']"
LUSLCT6,2046334,2.0,TOYE DR,GUARNERE DR,RANDLEMAN DR,667,27.1,0.34,9/17/2019 0:00,62568,,PM Thin Surface Treatment,C,D,D,2022.0,2019.0,2017.0,Residential,1784,1,,TOYE DR|GUARNERE DR|RANDLEMAN DR,"['2019-09-17', '2018-11-07', '2017-12-28', '2017-05-04', '2016-09-04', '2015-11-18', '2015-02-19', '2013-09-05', '2012-05-01', '2012-01-26']"
LUSLCT6,2036620,2.0,VICTORY GALLOP DR,GILWELL DR,SEA BISCUIT DR,694,33.0,0.43,9/17/2019 0:00,62569,,PM Thin Surface Treatment,F,D,F,2022.0,2019.0,2017.0,Collector,1784,1,,VICTORY GALLOP DR|GILWELL DR|SEA BISCUIT DR,"['2019-09-17', '2018-11-08', '2017-09-28', '2016-09-29', '2016-01-21', '2014-12-04', '2014-03-15', '2013-02-26', '2011-12-10', '2010-11-23']"
LUSLCT6,2036617,2.0,COOMES DR,THOME VALLEY DR,SEATTLE SLEW DR,402,33.0,0.25,9/18/2019 0:00,62533,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Collector,1783,1,,COOMES DR|SEATTLE SLEW DR|THOME VALLEY DR,"['2019-09-18', '2018-07-05', '2017-04-19', '2016-02-23', '2015-12-25', '2015-02-19', '2014-04-26', '2013-02-26', '2012-07-28', '2011-09-24']"
LUSLCT6,2036618,2.0,COOMES DR,SEATTLE SLEW DR,PASQUARELLA DR,609,33.0,0.38,9/18/2019 0:00,62533,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Collector,1783,1,,COOMES DR|PASQUARELLA DR|SEATTLE SLEW DR,"['2019-09-18', '2018-06-03', '2017-12-13', '2017-01-18', '2016-03-12', '2015-04-07', '2014-01-17', '2012-12-22', '2011-10-21', '2010-07-22']"
LUSLCT6,2036619,2.0,COOMES DR,PASQUARELLA DR,WAR ADMIRAL DR,521,33.0,0.33,9/18/2019 0:00,62533,,PM Thin Surface Treatment,D,D,C,2022.0,2019.0,2017.0,Collector,1783,1,,COOMES DR|PASQUARELLA DR|WAR ADMIRAL DR,"['2019-09-18', '2018-07-20', '2017-11-12', '2016-10-31', '2015-08-13', '2015-01-07', '2013-11-20', '2013-01-29', '2011-11-08', '2010-06-01']"
LUSLCT6,2037050,2.0,COOMES DR,WAR ADMIRAL DR,DEAD END,135,33.0,0.08,9/18/2019 0:00,62533,,PM Thin Surface Treatment,F,D,F,2022.0,2019.0,2017.0,Collector,1783,1,,COOMES DR|DEAD END|WAR ADMIRAL DR,"['2019-09-18', '2018-08-13', '2017-10-18', '2016-07-24', '2015-06-04', '2014-09-10', '2013-09-07', '2012-09-29', '2011-12-01', '2010-12-24']"
LUSLCT6,2038250,2.0,NIJMEGEN DR,SPIERS WAY,PERCONTE DR,674,27.0,0.35,9/18/2019 0:00,62550,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,1783,1,,NIJMEGEN DR|PERCONTE DR|SPIERS WAY,"['2019-09-18', '2018-04-07', '2017-06-15', '2016-08-02', '2015-07-31', '2014-04-01', '2013-05-29', '2012-09-13', '2011-10-02', '2011-03-04']"
LUSLCT6,2045147,2.0,NIJMEGEN DR,LIPTON LOOP,WINTERS CV,293,27.0,0.15,9/18/2019 0:00,62550,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,1783,1,,NIJMEGEN DR|LIPTON LOOP|WINTERS CV,"['2019-09-18', '2018-12-07', '2018-03-27', '2017-08-20', '2016-04-07', '2014-10-25', '2013-10-08', '2012-10-09', '2011-10-21', '2010-11-22']"
LUSLCT6,2045148,2.0,NIJMEGEN DR,WINTERS CV,SPIERS WAY,301,27.0,0.15,9/18/2019 0:00,62550,,PM Thin Surface Treatment,C,B,C,2022.0,2019.0,2017.0,Residential,1783,1,,NIJMEGEN DR|SPIERS WAY|WINTERS CV,"['2019-09-18', '2018-04-15', '2016-08-30', '2015-03-07', '2014-06-15', '2013-03-14', '2012-03-19', '2011-08-12', '2010-05-21', '2009-07-15']"
LUSLCT6,2036605,2.0,THOME VALLEY DR,ROSS RD,TESSA CV,210,37.0,0.11,9/18/2019 0:00,62566,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|ROSS RD|TESSA CV,"['2019-09-18', '2018-11-08', '2017-10-14', '2016-03-14', '2015-03-02', '2013-12-05', '2013-04-04', '2012-05-29', '2011-03-19', '2010-09-18']"
LUSLCT6,2036606,2.0,THOME VALLEY DR,TESSA CV,TABBY CV,315,37.0,0.22,9/18/2019 0:00,62566,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|TABBY CV|TESSA CV,"['2019-09-18', '2019-02-22', '2018-01-04', '2016-10-18', '2016-03-23', '2015-01-20', '2013-12-10', '2013-03-02', '2012-03-19', '2011-10-15']"
LUSLCT6,2036607,2.0,THOME VALLEY DR,TABBY CV,ALOMAR CV,326,37.0,0.23,9/18/2019 0:00,62566,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|ALOMAR CV|TABBY CV,"['2019-09-18', '2018-09-20', '2017-12-20', '2016-12-15', '2015-11-23', '2015-01-06', '2013-10-06', '2012-08-18', '2012-01-16', '2011-03-14']"
LUSLCT6,2036608,2.0,THOME VALLEY DR,ALOMAR CV,BAHAN DR,394,37.0,0.28,9/18/2019 0:00,62566,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|ALOMAR CV|BAHAN DR,"['2019-09-18', '2018-04-23', '2017-07-11', '2016-05-17', '2015-04-07', '2014-01-02', '2013-01-12', '2012-02-06', '2011-05-07', '2010-04-25']"
LUSLCT6,2036609,2.0,THOME VALLEY DR,BAHAN DR,FRYMAN HILL DR,269,37.0,0.19,9/18/2019 0:00,62566,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|BAHAN DR|FRYMAN HILL DR,"['2019-09-18', '2018-09-29', '2017-09-24', '2016-11-05', '2016-06-13', '2015-12-02', '2015-01-27', '2013-11-12', '2013-01-27', '2012-02-13']"
LUSLCT6,2036610,2.0,THOME VALLEY DR,FRYMAN HILL DR,COOMES DR,557,37.0,0.39,9/18/2019 0:00,62566,,PM Thin Surface Treatment,B,B,A,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|COOMES DR|FRYMAN HILL DR,"['2019-09-18', '2019-01-03', '2017-08-11', '2016-08-08', '2015-06-24', '2014-08-27', '2013-07-26', '2012-06-23', '2012-03-02', '2011-02-18']"
LUSLCT6,2036611,2.0,THOME VALLEY DR,COOMES DR,SEA BISCUIT DR,375,37.0,0.26,9/18/2019 0:00,62566,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|COOMES DR|SEA BISCUIT DR,"['2019-09-18', '2018-06-16', '2017-04-19', '2016-04-08', '2015-08-06', '2014-12-17', '2013-12-14', '2012-09-11', '2012-01-30', '2010-11-30']"
LUSLCT6,2036622,2.0,THOME VALLEY DR,SEA BISCUIT DR,GILWELL DR,532,37.0,0.37,9/18/2019 0:00,62566,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Collector,1783,1,,THOME VALLEY DR|GILWELL DR|SEA BISCUIT DR,"['2019-09-18', '2018-09-08', '2017-04-14', '2016-07-11', '2015-04-18', '2014-01-12', '2012-11-09', '2011-10-28', '2010-12-09', '2009-12-11']"
LUSLCT6,2038251,2.0,WELSH WAY,SPIERS WAY,PERCONTE DR,687,27.0,0.35,9/18/2019 0:00,62572,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,1783,1,,WELSH WAY|PERCONTE DR|SPIERS WAY,"['2019-09-18', '2018-10-13', '2017-12-20', '2017-05-01', '2016-02-09', '2015-01-21', '2014-03-16', '2013-09-01', '2012-09-11', '2012-01-22']"
LUSLCT6,2036639,2.0,DEARBONNE DR,FELLER CV,JUSTICE DR,550,27.0,0.28,9/19/2019 0:00,62534,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Residential,1782,1,,DEARBONNE DR|FELLER CV|JUSTICE DR,"['2019-09-19', '2018-07-21', '2017-04-27', '2016-02-25', '2015-06-10', '2015-01-01', '2014-01-14', '2012-12-22', '2011-09-23', '2010-08-13']"
LUSLCT6,2036643,2.0,DEARBONNE DR,JUSTICE DR,MANOWAR STRETCH DR,755,27.0,0.39,9/19/2019 0:00,62534,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Residential,1782,1,,DEARBONNE DR|JUSTICE DR|MANOWAR STRETCH DR,"['2019-09-19', '2018-10-15', '2017-07-04', '2016-07-28', '2015-04-25', '2014-07-14', '2013-08-09', '2012-07-12', '2011-07-01', '2010-07-28']"
LUSLCT6,2037054,2.0,FELLER CV,DEARBONNE DR,CUL DE SAC,172,27.0,0.09,9/19/2019 0:00,62536,,PM Thin Surface Treatment,F,D,D,2022.0,2019.0,2017.0,Residential,1782,1,,FELLER CV|CUL DE SAC|DEARBONNE DR,"['2019-09-19', '2018-11-12', '2018-06-21', '2017-06-12', '2016-06-09', '2015-06-12', '2014-08-18', '2013-10-21', '2012-07-10', '2011-06-13']"
LUSLCT6,2036635,2.0,GILWELL DR,VICTORY GALLOP DR,WAR ADMIRAL DR,270,41.0,0.21,9/19/2019 0:00,62539,,PM Thin Surface Treatment,D,F,F,2022.0,2019.0,2017.0,Collector,1782,1,,GILWELL DR|VICTORY GALLOP DR|WAR ADMIRAL DR,"['2019-09-19', '2018-07-20', '2017-05-22', '2015-12-31', '2015-02-10', '2014-06-06', '2013-06-02', '2012-08-31', '2011-05-07', '2010-05-13']"
LUSLCT6,2036636,2.0,GILWELL DR,SUNDAY SILENCE DR,VICTORY GALLOP DR,279,41.0,0.22,9/19/2019 0:00,62539,,PM Thin Surface Treatment,D,C,D,2022.0,2019.0,2017.0,Collector,1782,1,,GILWELL DR|SUNDAY SILENCE DR|VICTORY GALLOP DR,"['2019-09-19', '2018-10-12', '2018-02-04', '2017-01-17', '2016-01-04', '2015-03-02', '2014-01-18', '2013-03-08', '2012-02-25', '2011-03-30']"
LUSLCT6,2036637,2.0,GILWELL DR,MANOWAR STRETCH DR,SUNDAY SILENCE DR,617,41.0,0.48,9/19/2019 0:00,62539,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Collector,1782,1,,GILWELL DR|MANOWAR STRETCH DR|SUNDAY SILENCE DR,"['2019-09-19', '2019-03-08', '2017-12-06', '2016-09-25', '2015-09-28', '2014-12-04', '2013-11-17', '2012-04-07', '2011-09-08', '2010-11-25']"
LUSLCT6,2036638,2.0,GILWELL DR,THOME VALLEY DR,MANOWAR STRETCH DR,263,41.0,0.2,9/19/2019 0:00,62539,,PM Thin Surface Treatment,B,C,C,2022.0,2019.0,2017.0,Collector,1782,1,,GILWELL DR|MANOWAR STRETCH DR|THOME VALLEY DR,"['2019-09-19', '2018-07-12', '2017-07-09', '2016-05-04', '2015-10-02', '2014-08-22', '2013-08-31', '2013-01-08', '2011-10-04', '2010-04-04']"
LUSLCT6,2036640,2.0,GILWELL DR,JUSTICE DR,THOME VALLEY DR,558,41.0,0.43,9/19/2019 0:00,62539,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Collector,1782,1,,GILWELL DR|JUSTICE DR|THOME VALLEY DR,"['2019-09-19', '2018-09-30', '2017-12-15', '2016-12-30', '2016-01-31', '2015-04-01', '2013-10-06', '2012-08-31', '2011-06-12', '2010-10-16']"
LUSLCT6,2036641,2.0,GILWELL DR,BAHAN DR,JUSTICE DR,596,41.0,0.46,9/19/2019 0:00,62539,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Collector,1782,1,,GILWELL DR|BAHAN DR|JUSTICE DR,"['2019-09-19', '2018-05-12', '2017-03-19', '2016-11-04', '2015-12-12', '2014-10-17', '2014-01-23', '2013-01-31', '2012-05-13', '2011-01-14']"
LUSLCT6,2037053,2.0,GILWELL DR,WAR ADMIRAL DR,DEAD END,143,41.0,0.11,9/19/2019 0:00,62539,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Collector,1782,1,,GILWELL DR|DEAD END|WAR ADMIRAL DR,"['2019-09-19', '2018-09-25', '2017-09-01', '2016-11-15', '2016-02-05', '2014-09-11', '2013-07-14', '2012-07-14', '2011-04-07', '2010-01-01']"
LUSLCT6,2038240,2.0,LIPTON LOOP,MALARKEY RD,ALOMAR CV,294,27.0,0.15,9/19/2019 0:00,62545,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Residential,1782,1,,LIPTON LOOP|ALOMAR CV|MALARKEY RD,"['2019-09-19', '2019-06-30', '2018-03-30', '2017-02-13', '2015-11-21', '2014-09-30', '2013-09-14', '2012-07-07', '2011-12-14', '2010-12-18']"
LUSLCT6,2038241,2.0,LIPTON LOOP,ALOMAR CV,NIJMEGEN DR,453,27.0,0.23,9/19/2019 0:00,62545,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,1782,1,,LIPTON LOOP|ALOMAR CV|NIJMEGEN DR,"['2019-09-19', '2018-10-01', '2017-12-09', '2017-05-19', '2016-06-13', '2014-12-22', '2013-05-29', '2012-06-12', '2011-08-06', '2010-10-25']"
LUSLCT6,2038253,2.0,LIPTON LOOP,ARNHEM CV,PERCONTE DR,492,27.0,0.25,9/19/2019 0:00,62545,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,1782,1,,LIPTON LOOP|ARNHEM CV|PERCONTE DR,"['2019-09-19', '2018-05-22', '2017-04-15', '2016-07-10', '2015-03-05', '2014-04-02', '2012-12-11', '2011-11-21', '2010-11-12', '2009-11-05']"
LUSLCT6,2045097,2.0,LIPTON LOOP,NIJMEGEN DR,SPIERS WAY,889,27.0,0.45,9/19/2019 0:00,62545,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Residential,1782,1,,LIPTON LOOP|NIJMEGEN DR|SPIERS WAY,"['2019-09-19', '2018-12-01', '2018-06-05', '2017-09-03', '2016-06-25', '2015-08-17', '2015-01-18', '2013-11-06', '2013-02-21', '2011-07-30']"
LUSLCT6,2045144,2.0,LIPTON LOOP,SPIERS WAY,ARNHEM CV,354,27.1,0.18,9/19/2019 0:00,62545,,PM Thin Surface Treatment,A,B,A,2022.0,2019.0,2017.0,Residential,1782,1,,LIPTON LOOP|ARNHEM CV|SPIERS WAY,"['2019-09-19', '2019-01-07', '2017-11-09', '2016-03-13', '2015-07-21', '2014-06-12', '2013-03-23', '2012-07-27', '2011-02-20', '2010-04-11']"
LUSLCT6,2038242,2.0,MALARKEY RD,LIPTON LOOP,SPIERS WAY,351,27.0,0.18,9/19/2019 0:00,62546,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Residential,1782,1,,MALARKEY RD|LIPTON LOOP|SPIERS WAY,"['2019-09-19', '2018-07-14', '2017-08-09', '2016-08-07', '2015-11-12', '2015-01-13', '2013-10-08', '2012-10-27', '2011-11-30', '2010-07-31']"
LUSLCT6,2038245,2.0,MALARKEY RD,SPIERS WAY,PERCONTE DR,670,27.0,0.34,9/19/2019 0:00,62546,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Residential,1782,1,,MALARKEY RD|PERCONTE DR|SPIERS WAY,"['2019-09-19', '2018-08-15', '2017-04-27', '2016-06-14', '2015-04-19', '2014-08-01', '2014-01-02', '2013-02-03', '2012-03-07', '2011-01-23']"
LUSLCT6,2038246,2.0,PERCONTE DR,MALARKEY RD,ALOMAR CV,293,27.0,0.15,9/19/2019 0:00,62552,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Residential,1782,1,,PERCONTE DR|ALOMAR CV|MALARKEY RD,"['2019-09-19', '2018-08-24', '2017-06-14', '2016-01-14', '2015-02-13', '2014-04-07', '2013-05-06', '2012-04-05', '2010-12-01', '2009-10-14']"
LUSLCT6,2038247,2.0,PERCONTE DR,ALOMAR CV,NIJMEGEN DR,302,27.0,0.16,9/19/2019 0:00,62552,,PM Thin Surface Treatment,B,C,C,2022.0,2019.0,2017.0,Residential,1782,1,,PERCONTE DR|ALOMAR CV|NIJMEGEN DR,"['2019-09-19', '2018-08-13', '2017-06-29', '2016-09-03', '2015-05-21', '2014-03-02', '2013-06-07', '2012-06-08', '2011-09-06', '2010-08-13']"
LUSLCT6,2038243,2.0,SPIERS WAY,12816,MALARKEY RD,182,27.0,0.09,9/19/2019 0:00,62561,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Residential,1782,1,,SPIERS WAY|12816|MALARKEY RD,"['2019-09-19', '2019-02-15', '2018-02-16', '2017-04-08', '2015-11-20', '2014-11-12', '2013-09-20', '2012-09-24', '2011-10-16', '2010-09-24']"
LUSLCT6,2038244,2.0,SPIERS WAY,MALARKEY RD,ALOMAR CV,292,27.0,0.15,9/19/2019 0:00,62561,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Residential,1782,1,,SPIERS WAY|ALOMAR CV|MALARKEY RD,"['2019-09-19', '2018-07-21', '2017-04-26', '2016-05-02', '2015-05-26', '2014-02-26', '2013-04-06', '2012-02-14', '2011-04-04', '2010-01-07']"
LUSLCT6,2045145,2.0,SPIERS WAY,WELSH WAY,LIPTON LOOP,372,27.0,0.19,9/19/2019 0:00,62561,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,1782,1,,SPIERS WAY|LIPTON LOOP|WELSH WAY,"['2019-09-19', '2018-07-02', '2017-06-18', '2016-08-20', '2015-02-12', '2014-06-10', '2013-05-11', '2012-09-24', '2011-11-30', '2010-10-20']"
